,A#M,A#m,A#o,AM,Am,Ao,BM,Bm,Bo,C#M,C#m,C#o,CM,Cm,Co,D#M,D#m,D#o,DM,Dm,Do,EM,Em,End,Eo,F#M,F#m,F#o,FM,Fm,Fo,G#M,G#m,G#o,GM,Gm,Go
C#m,0.001508821,0.01245283,0.033942559,0.026552312,0.002192448,0.007614213,0.075969541,0.059670016,0.013020833,0.006043738,0.178078521,0.005464481,0.003161802,0.005089647,0.037162162,0.007216855,0.024751853,0.005319149,0.011351003,0.002803852,0.028795812,0.023335499,0.008789304,0,0.005390836,0.093190386,0.054681648,0.00530504,0.001846083,0.002704696,0.002777778,0.010153469,0.02823032,0,0.003059516,0.000737101,0.018324607
C#o,0.000232126,0.000125786,0,0,0.000121803,0,0.000590284,0.000744325,0,7.95E-05,0.000669972,0.076502732,9.16E-05,0.001272412,0.008445946,0.000116401,0.00062822,0.026595745,0.000292552,0.003169572,0,0.00041354,0.000866551,0,0.002695418,5.89E-05,0.000124844,0,0.000461521,0.000122941,0,0.000408473,0.000621813,0,0.002482249,0.0002457,0
CM,0.063080316,0.032201258,0.065274151,0.019268049,0.09135201,0.012690355,0.026857919,0.041185957,0.052083333,0.005407555,0.006967707,0.316939891,0.255372772,0.086292655,0.043918919,0.046502153,0.011936173,0.138297872,0.053478439,0.131537242,0.083769634,0.02014533,0.060782372,0,0.035040431,0.025270971,0.032209738,0.116710875,0.199203877,0.127243669,0.019444444,0.04977534,0.006964308,0.053846154,0.077180627,0.082555283,0.002617801
Cm,0.081244197,0.06427673,0.026109661,0.002995947,0.016077954,0.032994924,0.007142436,0.018856221,0.075520833,0.001510934,0.002411899,0.010928962,0.012509737,0.1686524,0.023648649,0.024153184,0.009548938,0.005319149,0.008835059,0.027185176,0.005235602,0.003308324,0.00408517,0,0.002695418,0.010190858,0.001373283,0.018567639,0.099803854,0.057413327,0.002777778,0.032269359,0.003979605,0.01025641,0.015990302,0.02972973,0.002617801
Co,0.000928505,0.001006289,0.01305483,0.000411208,0.000243605,0,0.000236114,0.010420543,0.036458333,0.000795229,0.005895752,0,0.000595702,0.009600925,0.094594595,0.000582004,0.001130795,0.002659574,0.000351062,0.003047665,0.02617801,0.002658475,0.001485516,0,0,0.002886428,0.000124844,0,0.002192223,0.00159823,0,0.000233413,0.000497451,0,0.000981354,0.001228501,0
D#M,0.075208914,0.06427673,0.002610966,0.006873054,0.030816078,0.104060914,0.00696535,0.004093785,0.049479167,0.036580517,0.006699719,0.010928962,0.035742107,0.090919607,0.047297297,0.241299034,0.046613896,0.018617021,0.023813703,0.039741558,0,0.008566196,0.008789304,0,0.210242588,0.011722432,0.006741573,0.137931034,0.051459559,0.126506024,0.016666667,0.190931902,0.09650541,0.025641026,0.018010737,0.058599509,0.02617801
D#m,0.014740019,0.028050314,0.002610966,0.004288316,0.001218027,0.017766497,0.028038487,0.002232974,0.0078125,0.09304175,0.062575372,0.027322404,0.009577052,0.017004049,0.033783784,0.004772436,0.16836286,0.005319149,0.004563806,0.01731074,0.062827225,0.011520057,0.004827928,0,0.029649596,0.022737983,0.008988764,0.00530504,0.007672782,0.025202852,0.005555556,0.096574663,0.056460639,0.005128205,0.003232696,0.003808354,0.002617801
D#o,0.000580316,0.001006289,0,0.002878459,0.000243605,0,0,0.000496216,0,0.000477137,0.001071955,0.021857923,0.000412409,0,0.001689189,0.000349203,0.001130795,0.074468085,0.000175531,0.00975253,0.023560209,0.000590772,0.005446893,0,0,0.000471254,0.000873908,0.00265252,0.00017307,0.000860585,0.022222222,5.84E-05,0.000124363,0,0.002655429,0.001474201,0
DM,0.006905757,0.003899371,0.054830287,0.075427363,0.061510353,0.002538071,0.018298802,0.092668403,0.0078125,0.027833002,0.042476216,0,0.046327269,0.010873337,0.04222973,0.008613665,0.008669431,0.194148936,0.240887017,0.047909301,0.018324607,0.052342412,0.125773706,0,0.016172507,0.018319981,0.057927591,0.026525199,0.010788047,0.006761741,0.138888889,0.007002392,0.029225221,0.102564103,0.187150032,0.097174447,0.020942408
Dm,0.027855153,0.002389937,0.007832898,0.014744757,0.030572473,0.002538071,0.002892391,0.016002977,0.033854167,0.002465209,0.01380142,0.032786885,0.066352014,0.062579526,0.052364865,0.01181469,0.004397537,0.029255319,0.004622316,0.164695843,0.005235602,0.008625273,0.026863085,0,0.005390836,0.003416588,0.003995006,0.00265252,0.022902965,0.008974674,0.005555556,0.003676256,0.001119264,0.017948718,0.099174508,0.056019656,0.005235602
Do,5.80E-05,0.000754717,0,0.000587441,0.000609013,0,0.000413199,0.000124054,0,0.000238569,0.010853544,0.027322404,0.000504055,0.001156738,0.015202703,0.000582004,0.005528333,0,0.000351062,0.000975253,0.083769634,0.000177232,0.000866551,0,0.021563342,0.002591894,0.001498127,0,0.000519211,0.000737644,0.002777778,0.00268425,0.000248725,0,5.77E-05,0.00012285,0
EM,0.006789694,0.029937107,0.107049608,0.188450919,0.094762485,0.020304569,0.076913996,0.061778936,0.002604167,0.023220676,0.093930055,0.005464481,0.006002841,0.004279931,0.037162162,0.023338377,0.039452192,0,0.054765666,0.011215409,0.062827225,0.240444261,0.046669968,0,0.018867925,0.052603676,0.124843945,0.015915119,0.008422753,0.008728793,0.2,0.018322927,0.057828628,0.030769231,0.011198984,0.006633907,0.136125654
Em,0.004410399,0.001257862,0.018276762,0.098983728,0.055054811,0.005076142,0.014757098,0.029276765,0.002604167,0.003101392,0.016213319,0.054644809,0.022453375,0.002660497,0.010135135,0.004365033,0.01696193,0.058510638,0.079457024,0.062416189,0.028795812,0.004608023,0.165882644,0,0.005390836,0.008305844,0.025967541,0.00530504,0.011480328,0.004794689,0.030555556,0.003151077,0.003855242,0.002564103,0.023090689,0.008845209,0.005235602
End,0.00075441,0.001132075,0,0.000704929,0.001218027,0,0.000708341,0.001364595,0,0.000874751,0.001205949,0,0.000458232,0.000809717,0,0.000640205,0.001130795,0,0.000643614,0.00109716,0,0.000590772,0.00123793,1,0,0.000647974,0.001123596,0,0.000634591,0.001106467,0,0.000641886,0.001119264,0,0.000634994,0.001105651,0
Eo,0.00295961,0.000251572,0,5.87E-05,0.000121803,0,0.000472227,0.00062027,0,0.00055666,0,0,0,0.000462695,0,0.000174601,0.009800226,0.010638298,0.000468083,0.000975253,0.013089005,0.000354463,0.001114137,0,0.075471698,0.00017672,0.00062422,0.026525199,0.000576901,0.005901156,0,0.002392484,0.001492352,0,0.000692721,0.000859951,0.007853403
F#M,0.018163881,0.059119497,0.031331593,0.011513834,0.00682095,0.131979695,0.187060976,0.096886242,0.018229167,0.098767396,0.066595203,0,0.008752234,0.028571429,0.069256757,0.017634734,0.091845709,0.007978723,0.006845708,0.004022918,0.054973822,0.054410114,0.011265165,0,0.070080863,0.243932611,0.046816479,0.018567639,0.023595246,0.038972215,0,0.049716987,0.125606268,0.015384615,0.008485828,0.008599509,0.191099476
F#m,0.003191736,0.004150943,0.002610966,0.023262645,0.009013398,0.005076142,0.097337819,0.055824339,0.005208333,0.019960239,0.032024655,0.005464481,0.003390918,0.001272412,0.011824324,0.00267722,0.015956778,0.034574468,0.028201978,0.002438132,0.007853403,0.078809003,0.061153751,0,0.026954178,0.004889255,0.167665418,0.00530504,0.004499827,0.016228178,0.066666667,0.008344518,0.025991792,0.005128205,0.011603071,0.004054054,0.028795812
F#o,0.002495357,0.001509434,0,0.000528696,0.000852619,0.002538071,5.90E-05,0.000124054,0,0.00055666,0.000669972,0,0.002336984,0.000231348,0,0.000407403,0.000125644,0,0,0.000487626,0,0.000649849,0.000990344,0,0.018867925,0.00035344,0.001123596,0.076923077,0.00011538,0.0099582,0.013888889,0.00017506,0.000870538,0.025641026,0.000634994,0.005405405,0
FM,0.188834726,0.096603774,0.023498695,0.018621865,0.058708892,0.030456853,0.007024379,0.029524873,0.111979167,0.003578529,0.002411899,0.027322404,0.065068964,0.06119144,0.028716216,0.054242812,0.010931021,0.071808511,0.018489263,0.091186151,0.007853403,0.024044426,0.039861352,0,0,0.008600377,0.008988764,0.193633952,0.242759894,0.048192771,0.019444444,0.011553948,0.007461758,0.143589744,0.052704497,0.126167076,0.015706806
Fm,0.098595636,0.054465409,0.005221932,0.003172179,0.004384896,0.002538071,0.004368101,0.001240541,0.018229167,0.005328032,0.001071955,0.005464481,0.031022316,0.027646038,0.005067568,0.080607613,0.061816811,0.029255319,0.002749985,0.015847861,0.034031414,0.004548945,0.017083436,0,0.064690027,0.011722432,0.004244694,0.029177719,0.004499827,0.167322351,0.005555556,0.024041548,0.008705385,0.005128205,0.008485828,0.025429975,0.005235602
Fo,0.000116063,0.000125786,0,0.00246725,0.001218027,0,0.002892391,0.000248108,0,0,0.000535977,0,0.000458232,0.000231348,0,0.000640205,0.001005151,0.013297872,0.000409572,0.000121907,0,0.000177232,0.010151027,0,0.002695418,0.000589067,0.005493134,0,0.000346141,0.000983526,0.063888889,0.000466826,0.000870538,0.002564103,0.00017318,0.000859951,0.02617801
G#M,0.051183844,0.126792453,0.015665796,0.00869412,0.00864799,0.205583756,0.011687622,0.007071083,0.130208333,0.154671968,0.094600027,0.021857923,0.071759153,0.063967611,0.028716216,0.077697591,0.061691167,0.002659574,0.006787198,0.028404242,0.107329843,0.00720742,0.00408517,0,0.056603774,0.05360509,0.011360799,0.061007958,0.017999308,0.093680846,0.011111111,0.243916672,0.046884716,0.017948718,0.02395659,0.03968059,0
G#m,0.008646704,0.025786164,0.005221932,0.011807554,0.004628502,0.027918782,0.023434272,0.00880784,0.005208333,0.121431412,0.058689535,0.010928962,0.008523118,0.004973973,0.001689189,0.015306716,0.029651966,0.002659574,0.004329764,0.001219066,0.018324607,0.027943522,0.00247586,0,0.008086253,0.07816918,0.062421973,0.026525199,0.002711434,0.015736415,0.036111111,0.004609908,0.167889566,0.005128205,0.004387231,0.017813268,0.062827225
G#o,0.000174095,0.000880503,0.026109661,0.000587441,0.005359318,0,0.000531256,0.000868379,0.002604167,7.95E-05,0.000133994,0,0.002062045,0.001388086,0,0.000582004,0.00062822,0,0.002691475,0.000243813,0,0,0.000495172,0,0,0.000647974,0.000998752,0.018567639,0.000403831,0.000122941,0,0.00035012,0.001119264,0.082051282,0.00017318,0.010810811,0.023560209
GM,0.011780409,0.007169811,0.135770235,0.052634671,0.126552984,0.015228426,0.018298802,0.058801638,0.03125,0.006043738,0.029612756,0.136612022,0.150575081,0.093117409,0.035472973,0.00657665,0.004397537,0.055851064,0.077584694,0.065707668,0.002617801,0.018609322,0.092225798,0,0.008086253,0.02421065,0.039575531,0,0.054920965,0.01155643,0.069444444,0.008752991,0.00845666,0.187179487,0.242740865,0.048280098,0.018324607
Gm,0.022748375,0.009685535,0.005221932,0.008341655,0.025091352,0.005076142,0.003187533,0.004217839,0.002604167,0.003499006,0.000535977,0,0.080603033,0.053325622,0.015202703,0.026946805,0.002261591,0.007978723,0.015037154,0.029257589,0.002617801,0.002894783,0.01559792,0,0.032345013,0.004594722,0.017478152,0.063660477,0.079958463,0.062208016,0.025,0.011845714,0.004601418,0.028205128,0.004618138,0.164742015,0.005235602
Go,0.000638347,0.000880503,0.002610966,0.000176232,0.000852619,0.025380711,0.002597249,0.001488649,0,0.003658052,0.000267989,0,0.00013747,0.000115674,0,0,0.000502576,0,0.000585103,0.000609533,0,0.00041354,0.000123793,0,0,0.000117813,0.010237203,0.023872679,0.000634591,0.000983526,0.013888889,0.000583533,0.005471956,0,0.00034636,0.001105651,0.081151832
